genes,label,Category_cl
DNHD1,1,Protein Coding
DNLZ,1,Protein Coding
DNM1,1,Protein Coding
DNM1L,1,Protein Coding
DNM1P34,0,Pseudogene
DNM1P35,1,Pseudogene
DNM1P46,0,Pseudogene
DNM1P47,0,Pseudogene
DNM1P51,0,Pseudogene
DNM2,1,TF
DNM3,1,Protein Coding
DNM3-IT1,0,lncRNA
DNM3OS,1,lncRNA
DNMBP,0,Protein Coding
DNMBP-AS1,1,lncRNA
DNMT1,1,TF
DNMT3A,1,TF
DNMT3B,1,TF
DNMT3L,0,TF
DNPEP,0,Protein Coding
DNPH1,1,Protein Coding
DNTT,1,Protein Coding
DNTTIP1,0,Protein Coding
DNTTIP2,1,TF
DOC2A,1,Protein Coding
DOC2B,1,Protein Coding
DOCK1,1,Protein Coding
DOCK10,1,Protein Coding
DOCK11,1,Protein Coding
DOCK2,1,Protein Coding
DOCK3,1,Protein Coding
DOCK4,1,Protein Coding
DOCK5,1,Protein Coding
DOCK6,1,Protein Coding
DOCK7,0,Protein Coding
DOCK8,1,Protein Coding
DOCK8-AS1,0,lncRNA
DOCK9,1,Protein Coding
DOCK9-DT,0,lncRNA
DOHH,1,Protein Coding
DOK1,1,Protein Coding
DOK2,0,Protein Coding
DOK3,1,Protein Coding
DOK4,1,Protein Coding
DOK5,1,Protein Coding
DOK6,1,Protein Coding
DOK7,1,Protein Coding
DOLK,0,Protein Coding
DOLPP1,0,Protein Coding
DONSON,1,Protein Coding
DOP1A,0,Protein Coding
DOP1B,0,Protein Coding
DOT1L,1,TF
DPAGT1,0,Protein Coding
DPCD,1,Protein Coding
DPEP1,1,Protein Coding
DPEP2,1,Protein Coding
DPEP2NB,0,Protein Coding
DPEP3,1,Protein Coding
DPF1,1,TF
DPF2,1,TF
DPF3,0,TF
DPH1,1,Protein Coding
DPH2,1,Protein Coding
DPH3,0,Protein Coding
DPH5,1,Protein Coding
DPH6,0,Protein Coding
DPH6-DT,0,lncRNA
DPH7,1,Protein Coding
DPM1,0,Protein Coding
DPM2,0,Protein Coding
DPM3,1,Protein Coding
DPP10,0,Protein Coding
DPP10-AS1,1,lncRNA
DPP3,1,Protein Coding
DPP3P2,0,Pseudogene
DPP4,1,Protein Coding
DPP6,1,Protein Coding
DPP7,0,Protein Coding
DPP8,1,Protein Coding
DPP9,0,Protein Coding
DPP9-AS1,0,lncRNA
DPPA2,0,Protein Coding
DPPA2P1,0,Pseudogene
DPPA2P2,0,Pseudogene
DPPA2P3,0,Pseudogene
DPPA2P4,0,Pseudogene
DPPA3,0,Protein Coding
DPPA3P2,0,Pseudogene
DPPA4,0,Protein Coding
DPPA5,0,Protein Coding
DPPA5P4,0,Pseudogene
DPRXP2,0,Pseudogene
DPT,1,Protein Coding
DPY19L1,1,Protein Coding
DPY19L1P1,0,Pseudogene
DPY19L1P2,0,Pseudogene
DPY19L2,1,Protein Coding
DPY19L2P1,0,Pseudogene
DPY19L2P2,0,Pseudogene
DPY19L2P3,0,Pseudogene
DPY19L2P4,0,Pseudogene
DPY19L3,1,Protein Coding
DPY19L4,1,Protein Coding
DPY30,1,Protein Coding
DPYD,1,Protein Coding
DPYD-AS1,0,lncRNA
DPYD-AS2,1,lncRNA
DPYS,1,Protein Coding
DPYSL2,1,Protein Coding
DPYSL3,1,Protein Coding
DPYSL4,0,Protein Coding
DPYSL5,1,Protein Coding
DQX1,1,Protein Coding
DR1,1,TF
DRAM1,1,Protein Coding
DRAM2,1,Protein Coding
DRAP1,0,TF
DRAXIN,0,Protein Coding
DRAXINP1,0,Pseudogene
DRC1,1,Protein Coding
DRC3,0,Protein Coding
DRC7,1,Protein Coding
DRD1,1,Protein Coding
DRD2,0,Protein Coding
DRD3,0,Protein Coding
DRD4,0,Protein Coding
DRD5,0,Protein Coding
DRG1,0,Protein Coding
DRG2,0,Protein Coding
DRICH1,1,Protein Coding
DROSHA,1,Protein Coding
DRP2,1,Protein Coding
DSC1,1,Protein Coding
DSC2,1,Protein Coding
DSC3,1,Protein Coding
DSCAM,0,Protein Coding
DSCAM-AS1,0,lncRNA
DSCAM-IT1,0,lncRNA
DSCAML1,0,Protein Coding
DSCC1,1,Protein Coding
DSCR4,0,lncRNA
DSCR8,0,lncRNA
DSCR9,0,lncRNA
DSE,1,Protein Coding
DSEL,0,Protein Coding
DSG1,0,Protein Coding
DSG2,1,Protein Coding
DSG3,1,Protein Coding
DSG4,0,Protein Coding
DSN1,0,Protein Coding
DSP,1,TF
DSPP,0,Protein Coding
DST,1,Protein Coding
DSTN,1,Protein Coding
DSTNP1,0,Pseudogene
DSTNP2,0,Pseudogene
DSTYK,0,Protein Coding
DTD1,1,Protein Coding
DTD2,1,Protein Coding
DTHD1,1,Protein Coding
DTL,1,Protein Coding
DTNA,1,Protein Coding
DTNB,0,Protein Coding
DTNBP1,0,Protein Coding
DTWD1,0,Protein Coding
DTWD2,1,Protein Coding
DTX1,1,TF
DTX2,1,TF
DTX2P1-UPK3BP1-PMS2P11,0,other
DTX3,1,Protein Coding
DTX3L,0,Protein Coding
DTX4,1,Protein Coding
DTYMK,0,Protein Coding
DUBR,1,lncRNA
DUOX1,1,Protein Coding
DUOX2,1,Protein Coding
DUOXA1,1,Protein Coding
DUOXA2,1,Protein Coding
DUS1L,0,Protein Coding
DUS2,1,Protein Coding
DUS3L,0,TF
DUS4L,1,Protein Coding
DUS4L-BCAP29,0,other
DUSP1,1,Protein Coding
DUSP10,1,Protein Coding
DUSP11,1,Protein Coding
DUSP12,0,TF
DUSP13,1,Protein Coding
DUSP14,1,Protein Coding
DUSP15,0,Protein Coding
DUSP16,1,Protein Coding
DUSP18,0,Protein Coding
DUSP19,1,Protein Coding
DUSP2,1,Protein Coding
DUSP21,0,Protein Coding
DUSP22,1,Protein Coding
DUSP23,1,Protein Coding
DUSP26,1,Protein Coding
DUSP28,1,Protein Coding
DUSP29,0,Protein Coding
DUSP3,0,Protein Coding
DUSP4,1,Protein Coding
DUSP5,1,Protein Coding
DUSP5P1,0,Pseudogene
DUSP6,0,Protein Coding
DUSP7,0,Protein Coding
DUSP8,1,Protein Coding
DUSP8P1,0,Pseudogene
DUSP8P5,0,Pseudogene
DUSP9,0,Protein Coding
DUT,1,Protein Coding
DUTP1,0,Pseudogene
DUTP7,0,Pseudogene
DUX4,0,Protein Coding
DUX4L32,0,Pseudogene
DUX4L46,0,Pseudogene
DUX4L9,0,Pseudogene
DUXA,0,TF
DUXAP10,0,Pseudogene
DUXAP3,0,Pseudogene
DUXAP8,1,Pseudogene
DUXAP9,0,Pseudogene
DUXB,0,Protein Coding
DVL1,1,TF
DVL2,0,TF
DVL3,1,TF
DXO,0,Protein Coding
DYDC1,0,Protein Coding
DYDC2,1,Protein Coding
DYM,1,Protein Coding
DYNAP,0,Protein Coding
DYNC1H1,1,Protein Coding
DYNC1I1,1,Protein Coding
DYNC1I2,1,Protein Coding
DYNC1I2P1,0,Pseudogene
DYNC1LI1,1,Protein Coding
DYNC1LI2,0,Protein Coding
DYNC2H1,1,Protein Coding
DYNC2I1,0,Protein Coding
DYNC2I2,0,Protein Coding
DYNC2LI1,1,Protein Coding
DYNLL1,0,TF
DYNLL1P2,0,Pseudogene
DYNLL1P4,0,Pseudogene
DYNLL1P7,0,Pseudogene
DYNLL2,1,Protein Coding
DYNLRB1,0,Protein Coding
DYNLRB2,1,Protein Coding
DYNLT1,1,Protein Coding
DYNLT3,1,Protein Coding
DYNLT3P1,0,Pseudogene
DYNLT3P2,0,Pseudogene
DYRK1A,0,Protein Coding
DYRK1B,1,TF
DYRK2,1,Protein Coding
DYRK3,1,Protein Coding
DYRK4,1,Protein Coding
DYSF,1,Protein Coding
DYTN,1,Protein Coding
DZANK1,0,Protein Coding
DZIP1,1,TF
DZIP1L,0,TF
DZIP3,1,Protein Coding
E2F1,1,TF
E2F2,1,TF
E2F3,1,TF
E2F3-IT1,0,lncRNA
E2F4,1,TF
E2F5,1,TF
E2F6,0,TF
E2F7,1,TF
E2F8,1,TF
E4F1,1,TF
EAF1,1,TF
EAF1-AS1,0,lncRNA
EAF2,1,TF
EAPP,0,Protein Coding
EARS2,1,Protein Coding
EBAG9,1,Protein Coding
EBF1,1,TF
EBF2,1,TF
EBF3,1,TF
EBF4,1,TF
EBI3,1,Protein Coding
EBLN1,0,Protein Coding
EBLN2,1,Protein Coding
EBLN3P,0,Pseudogene
EBNA1BP2,1,Protein Coding
EBP,1,Protein Coding
EBPL,1,Protein Coding
ECD,0,TF
ECE1,1,Protein Coding
ECE2,1,Protein Coding
ECEL1,1,Protein Coding
ECEL1P2,0,Pseudogene
ECEL1P3,0,Pseudogene
ECH1,1,Protein Coding
ECHDC1,0,Protein Coding
ECHDC2,0,Protein Coding
ECHDC3,1,Protein Coding
ECHS1,1,Protein Coding
ECI1,1,Protein Coding
ECI2,1,Protein Coding
ECM1,1,Protein Coding
ECM2,1,Protein Coding
ECPAS,0,Protein Coding
ECRG4,0,Protein Coding
ECSCR,1,Protein Coding
ECSIT,0,Protein Coding
ECT2,1,Protein Coding
ECT2L,0,Protein Coding
EDA,1,Protein Coding
EDA2R,1,Protein Coding
EDAR,1,Protein Coding
EDARADD,1,Protein Coding
EDC3,1,Protein Coding
EDC4,1,Protein Coding
EDDM3A,0,Protein Coding
EDDM3B,0,Protein Coding
EDEM1,1,Protein Coding
EDEM2,1,Protein Coding
EDEM3,0,Protein Coding
EDF1,1,TF
EDIL3,0,Protein Coding
EDN1,1,Protein Coding
EDN2,1,Protein Coding
EDN3,1,Protein Coding
EDNRA,1,Protein Coding
EDNRB,1,Protein Coding
EDRF1,1,Protein Coding
EDRF1-AS1,0,lncRNA
EEA1,0,TF
EED,0,TF
EEF1A1,1,TF
EEF1A1P10,0,Pseudogene
EEF1A1P11,0,Pseudogene
EEF1A1P12,0,Pseudogene
EEF1A1P13,0,Pseudogene
EEF1A1P14,0,Pseudogene
EEF1A1P16,0,Pseudogene
EEF1A1P17,0,Pseudogene
EEF1A1P19,0,Pseudogene
EEF1A1P2,0,Pseudogene
EEF1A1P20,0,Pseudogene
EEF1A1P21,0,Pseudogene
EEF1A1P22,0,Pseudogene
EEF1A1P24,0,Pseudogene
EEF1A1P25,0,Pseudogene
EEF1A1P26,0,Pseudogene
EEF1A1P28,0,Pseudogene
EEF1A1P29,0,Pseudogene
EEF1A1P3,0,Pseudogene
EEF1A1P30,0,Pseudogene
EEF1A1P31,0,Pseudogene
EEF1A1P32,0,Pseudogene
EEF1A1P33,0,Pseudogene
EEF1A1P36,0,Pseudogene
EEF1A1P38,0,Pseudogene
EEF1A1P39,0,Pseudogene
EEF1A1P4,0,Pseudogene
EEF1A1P42,0,Pseudogene
EEF1A1P5,0,Pseudogene
EEF1A1P6,0,Pseudogene
EEF1A1P7,0,Pseudogene
EEF1A1P8,0,Pseudogene
EEF1A1P9,0,Pseudogene
EEF1A2,1,Protein Coding
EEF1AKMT1,1,Protein Coding
EEF1AKMT2,1,Protein Coding
EEF1AKMT3,0,Protein Coding
EEF1B2,0,Protein Coding
EEF1B2P1,0,Pseudogene
EEF1B2P3,0,Pseudogene
EEF1B2P6,0,Pseudogene
EEF1D,1,Protein Coding
EEF1DP1,0,Pseudogene
EEF1DP4,0,Pseudogene
EEF1E1,1,Protein Coding
EEF1GP1,0,Pseudogene
EEF1GP3,0,Pseudogene
EEF1GP5,0,Pseudogene
EEF1GP7,0,Pseudogene
EEF2,1,Protein Coding
EEF2K,1,Protein Coding
EEF2KMT,1,Protein Coding
EEFSEC,1,Protein Coding
EEPD1,1,Protein Coding
EFCAB10,0,Protein Coding
EFCAB11,1,Protein Coding
EFCAB12,0,Protein Coding
EFCAB13,1,Protein Coding
EFCAB14,1,Protein Coding
EFCAB2,1,Protein Coding
EFCAB3,0,Protein Coding
EFCAB5,0,Protein Coding
EFCAB6,0,TF
EFCAB6-AS1,0,lncRNA
EFCAB7,1,Protein Coding
EFCAB8,1,Protein Coding
EFCC1,1,Protein Coding
EFEMP1,1,Protein Coding
EFEMP2,1,Protein Coding
EFHB,1,Protein Coding
EFHC1,0,Protein Coding
EFHC2,0,Protein Coding
EFHD1,0,Protein Coding
EFHD2,0,Protein Coding
EFL1,0,Protein Coding
EFL1P2,0,Pseudogene
EFNA1,1,Protein Coding
EFNA2,1,Protein Coding
EFNA3,1,Protein Coding
EFNA4,1,Protein Coding
EFNA5,1,Protein Coding
EFNB1,1,Protein Coding
EFNB2,1,Protein Coding
EFNB3,1,Protein Coding
EFR3A,1,Protein Coding
EFR3B,0,Protein Coding
EFS,1,Protein Coding
EFTUD2,1,Protein Coding
EGF,1,TF
EGFEM1P,0,Pseudogene
EGFL6,1,Protein Coding
EGFL7,1,Protein Coding
EGFL8,0,Protein Coding
EGFLAM,1,Protein Coding
EGFR,1,Protein Coding
EGFR-AS1,0,lncRNA
EGLN1,0,TF
EGLN2,0,TF
EGLN3,1,TF
EGOT,1,lncRNA
EGR1,1,TF
EGR2,1,TF
EGR3,1,TF
EGR4,0,TF
EHBP1,1,Protein Coding
EHBP1L1,1,Protein Coding
EHD1,0,Protein Coding
EHD2,1,Protein Coding
EHD3,1,Protein Coding
EHD4,0,Protein Coding
EHF,1,TF
EHHADH,1,Protein Coding
EHMT1,1,TF
EHMT2,1,TF
EI24,1,Protein Coding
EI24P2,0,Pseudogene
EI24P3,0,Pseudogene
EID1,0,TF
EID2,1,TF
EID2B,0,TF
EID3,0,TF
EIF1,1,Protein Coding
EIF1AD,1,Protein Coding
EIF1AX,1,Protein Coding
EIF1AXP1,0,Pseudogene
EIF1AXP2,0,Pseudogene
EIF1AY,0,Protein Coding
EIF1B,0,Protein Coding
EIF1B-AS1,0,lncRNA
EIF1P3,0,Pseudogene
EIF1P6,0,Pseudogene
EIF1P7,0,Pseudogene
EIF2A,1,Protein Coding
EIF2AK1,1,Protein Coding
EIF2AK2,0,TF
EIF2AK3,1,Protein Coding
EIF2AK4,0,Protein Coding
EIF2B1,0,Protein Coding
EIF2B2,1,Protein Coding
EIF2B3,0,Protein Coding
EIF2B4,0,Protein Coding
EIF2B5,0,Protein Coding
EIF2D,0,Protein Coding
EIF2S1,1,Protein Coding
EIF2S2,0,Protein Coding
EIF2S2P4,0,Pseudogene
EIF2S3,0,Protein Coding
EIF2S3B,0,Protein Coding
EIF3A,1,Protein Coding
EIF3B,1,Protein Coding
EIF3C,0,Protein Coding
EIF3CL,1,Protein Coding
EIF3D,0,Protein Coding
EIF3E,1,Protein Coding
EIF3EP2,0,Pseudogene
EIF3F,1,Protein Coding
EIF3FP3,0,Pseudogene
EIF3G,0,Protein Coding
EIF3H,1,Protein Coding
EIF3I,0,Protein Coding
EIF3J,1,Protein Coding
EIF3J-DT,0,lncRNA
EIF3K,0,TF
EIF3KP3,0,Pseudogene
EIF3L,0,Protein Coding
EIF3LP1,0,Pseudogene
EIF3LP2,0,Pseudogene
EIF3M,0,Protein Coding
EIF4A1,1,Protein Coding
EIF4A1P1,0,Pseudogene
EIF4A1P10,0,Pseudogene
EIF4A1P4,0,Pseudogene
EIF4A2,1,Protein Coding
EIF4A2P1,0,Pseudogene
EIF4A2P2,0,Pseudogene
EIF4A2P3,0,Pseudogene
EIF4A2P4,0,Pseudogene
EIF4A3,1,Protein Coding
EIF4B,1,Protein Coding
EIF4BP2,0,Pseudogene
EIF4BP3,0,Pseudogene
EIF4BP5,0,Pseudogene
EIF4BP6,0,Pseudogene
EIF4BP8,0,Pseudogene
EIF4E,0,Protein Coding
EIF4E1B,0,Protein Coding
EIF4E2,0,Protein Coding
EIF4E3,1,Protein Coding
EIF4EBP1,1,Protein Coding
EIF4EBP2,1,Protein Coding
EIF4EBP3,1,Protein Coding
EIF4ENIF1,1,Protein Coding
EIF4EP2,0,Pseudogene
EIF4EP5,0,Pseudogene
EIF4G1,1,Protein Coding
EIF4G2,0,Protein Coding
EIF4G3,1,Protein Coding
EIF4H,0,Protein Coding
EIF4HP1,0,Pseudogene
EIF5,1,Protein Coding
EIF5A,1,Protein Coding
EIF5A2,1,Protein Coding
EIF5AL1,0,Protein Coding
EIF5AP2,0,Pseudogene
EIF5B,1,TF
EIF6,1,Protein Coding
EIPR1,0,Protein Coding
ELAC1,0,Protein Coding
ELAC2,1,Protein Coding
ELANE,1,Protein Coding
ELAPOR1,0,Protein Coding
ELAPOR2,0,Protein Coding
ELAVL1,1,Protein Coding
ELAVL2,0,TF
ELAVL3,1,Protein Coding
ELAVL4,0,Protein Coding
ELDR,0,lncRNA
ELF1,1,TF
ELF2,1,TF
ELF3,1,TF
ELF4,1,TF
ELF5,0,TF
ELFN1,1,Protein Coding
ELFN2,1,Protein Coding
ELK1,0,TF
ELK3,0,TF
ELK4,0,TF
ELL,1,TF
ELL2,1,TF
ELL2P1,0,Pseudogene
ELL3,0,TF
ELMO1,1,Protein Coding
ELMO2,1,Protein Coding
ELMO2P1,0,Pseudogene
ELMO3,1,Protein Coding
ELMOD1,0,Protein Coding
ELMOD2,1,Protein Coding
ELMOD3,1,Protein Coding
ELN,1,Protein Coding
ELOA,0,Protein Coding
ELOA2,0,Protein Coding
ELOA-AS1,0,lncRNA
ELOB,1,Protein Coding
ELOBP2,0,Pseudogene
ELOC,1,Protein Coding
ELOCP18,0,Pseudogene
ELOCP32,0,Pseudogene
ELOF1,0,TF
ELOVL1,0,Protein Coding
ELOVL2,0,Protein Coding
ELOVL2-AS1,0,lncRNA
ELOVL3,0,Protein Coding
ELOVL4,1,Protein Coding
ELOVL5,1,Protein Coding
ELOVL6,0,Protein Coding
ELOVL7,1,Protein Coding
ELP1,1,Protein Coding
ELP2,1,TF
ELP3,0,TF
ELP4,1,TF
ELP5,1,Protein Coding
ELP6,1,Protein Coding
ELSPBP1,0,Protein Coding
EMB,1,Protein Coding
EMBP1,0,Pseudogene
EMC1,0,Protein Coding
EMC10,1,Protein Coding
EMC2,1,Protein Coding
EMC3,0,Protein Coding
EMC3-AS1,0,lncRNA
EMC4,1,Protein Coding
EMC6,0,Protein Coding
EMC7,1,Protein Coding
EMC8,1,Protein Coding
EMC9,0,Protein Coding
EMCN,1,Protein Coding
EMD,1,Protein Coding
EME1,0,Protein Coding
EME2,0,TF
EMG1,0,Protein Coding
EMID1,0,Protein Coding
EMILIN1,1,Protein Coding
EMILIN2,1,Protein Coding
EMILIN3,0,Protein Coding
EML1,1,Protein Coding
EML2,1,Protein Coding
EML3,1,Protein Coding
EML4,1,Protein Coding
EML5,0,Protein Coding
EML6,0,Protein Coding
EMP1,1,Protein Coding
EMP2,1,Protein Coding
EMP3,0,Protein Coding
EMSY,0,Protein Coding
EMX1,0,TF
EMX2,0,TF
EMX2OS,0,lncRNA
EN1,0,TF
EN2,0,TF
ENAH,1,Protein Coding
ENAM,1,Protein Coding
ENC1,1,TF
ENDOD1,1,Protein Coding
ENDOG,1,Protein Coding
ENDOU,0,Protein Coding
ENDOV,1,Protein Coding
ENG,0,TF
ENGASE,1,Protein Coding
ENHO,0,Protein Coding
ENKD1,1,Protein Coding
ENKUR,0,Protein Coding
ENO1,0,TF
ENO1-AS1,0,lncRNA
ENO2,0,Protein Coding
ENO3,1,Protein Coding
ENO4,0,Protein Coding
ENOPH1,0,Protein Coding
ENOSF1,1,Protein Coding
ENOX1,1,Protein Coding
ENOX1-AS1,0,lncRNA
ENOX2,0,Protein Coding
ENPEP,0,Protein Coding
ENPP1,1,Protein Coding
ENPP2,1,Protein Coding
ENPP3,0,Protein Coding
ENPP4,0,Protein Coding
ENPP5,1,Protein Coding
ENPP6,1,Protein Coding
ENPP7,1,Protein Coding
ENPP7P5,0,Pseudogene
ENPP7P7,0,Pseudogene
ENSA,1,Protein Coding
ENTHD1,0,Protein Coding
ENTPD1,1,Protein Coding
ENTPD1-AS1,1,lncRNA
ENTPD2,1,Protein Coding
ENTPD3,1,Protein Coding
ENTPD3-AS1,1,lncRNA
ENTPD4,0,Protein Coding
ENTPD5,0,Protein Coding
ENTPD6,0,Protein Coding
ENTPD7,0,Protein Coding
ENTPD8,1,Protein Coding
ENTR1,0,Protein Coding
ENY2,1,TF
EOGT,1,Protein Coding
EOLA1,0,Protein Coding
EOLA2,0,Protein Coding
EOMES,0,TF
EP300,1,TF
EP300-AS1,1,lncRNA
EP400,0,TF
EP400P1,0,Pseudogene
EPAS1,1,TF
EPB41,1,Protein Coding
EPB41L1,1,Protein Coding
EPB41L2,1,Protein Coding
EPB41L3,1,Protein Coding
EPB41L4A,1,Protein Coding
EPB41L4A-AS1,1,lncRNA
EPB41L4B,1,Protein Coding
EPB41L5,1,Protein Coding
EPB42,0,Protein Coding
EPC1,1,TF
EPC2,0,TF
EPCAM,1,Protein Coding
EPDR1,1,Protein Coding
EPG5,1,Protein Coding
EPGN,0,Protein Coding
EPHA1,1,Protein Coding
EPHA10,1,Protein Coding
EPHA1-AS1,0,lncRNA
EPHA2,1,Protein Coding
EPHA3,1,Protein Coding
EPHA4,1,Protein Coding
EPHA5,0,Protein Coding
EPHA6,1,Protein Coding
EPHA7,1,Protein Coding
EPHA8,0,Protein Coding
EPHB1,1,Protein Coding
EPHB2,1,Protein Coding
EPHB3,0,Protein Coding
EPHB4,1,Protein Coding
EPHB6,0,Protein Coding
EPHX1,1,Protein Coding
EPHX2,1,Protein Coding
EPHX3,0,Protein Coding
EPHX4,1,Protein Coding
EPM2A,1,Protein Coding
EPM2AIP1,0,Protein Coding
EPN1,0,Protein Coding
EPN2,0,Protein Coding
EPN2-AS1,0,lncRNA
EPN3,1,Protein Coding
EPO,0,Protein Coding
EPOP,0,Protein Coding
EPOR,1,Protein Coding
EPPIN,0,Protein Coding
EPPIN-WFDC6,0,other
EPPK1,1,Protein Coding
EPRS1,0,Protein Coding
EPS15,1,Protein Coding
EPS15L1,0,Protein Coding
EPS15P1,0,Pseudogene
EPS8,1,Protein Coding
EPS8L1,1,Protein Coding
EPS8L2,1,Protein Coding
EPS8L3,1,Protein Coding
EPSTI1,0,Protein Coding
EPX,0,Protein Coding
EPYC,1,Protein Coding
ERAL1,1,Protein Coding
ERAP1,1,Protein Coding
ERAP2,1,Protein Coding
ERAS,0,Protein Coding
ERBB2,1,TF
ERBB3,1,Protein Coding
ERBB4,0,TF
ERBIN,0,Protein Coding
ERC1,0,TF
ERC2,1,Protein Coding
ERC2-IT1,0,lncRNA
ERCC1,1,Protein Coding
ERCC2,0,TF
ERCC3,1,TF
ERCC4,1,Protein Coding
ERCC5,1,Protein Coding
ERCC6,1,TF
ERCC6L,0,Protein Coding
ERCC6L2,1,Protein Coding
ERCC8,1,TF
EREG,0,TF
ERF,1,TF
ERFE,0,Protein Coding
ERG,1,TF
ERG28,1,Protein Coding
ERGIC1,0,Protein Coding
ERGIC2,1,TF
ERGIC3,0,Protein Coding
ERH,1,Protein Coding
ERHP1,0,Pseudogene
ERI1,1,Protein Coding
ERI2,1,Protein Coding
ERI3,0,Protein Coding
ERI3-IT1,0,lncRNA
ERICD,0,lncRNA
ERICH1,1,Protein Coding
ERICH2,1,Protein Coding
ERICH3,1,Protein Coding
ERICH3-AS1,0,lncRNA
ERICH4,0,Protein Coding
ERICH5,1,Protein Coding
ERICH6,0,Protein Coding
ERICH6-AS1,1,lncRNA
ERICH6B,0,Protein Coding
ERLEC1,1,Protein Coding
ERLIN1,1,Protein Coding
ERLIN2,1,Protein Coding
ERMAP,0,Protein Coding
ERMARD,1,Protein Coding
ERMN,1,Protein Coding
ERMP1,1,TF
ERN1,0,TF
ERN2,1,TF
ERO1A,1,Protein Coding
ERO1B,1,Protein Coding
ERP27,1,Protein Coding
ERP29,0,Protein Coding
ERP29P1,0,Pseudogene
ERP44,0,Protein Coding
ERRFI1,1,Protein Coding
ERV3-1,1,Protein Coding
ERVFRD-1,0,Protein Coding
ERVH48-1,0,other
ERVK13-1,0,other
ERVK3-1,0,other
ERVMER34-1,0,Protein Coding
ERVV-1,0,Protein Coding
ERVW-1,1,Protein Coding
ESAM,1,Protein Coding
ESCO1,1,Protein Coding
ESCO2,0,Protein Coding
ESD,0,Protein Coding
ESF1,0,TF
ESM1,0,Protein Coding
ESPL1,0,TF
ESPN,1,Protein Coding
ESPNL,0,Protein Coding
ESPNP,0,Pseudogene
ESR1,0,TF
ESR2,0,TF
ESRG,0,lncRNA
ESRP1,1,Protein Coding
ESRP2,1,Protein Coding
ESRRA,0,TF
ESRRB,1,TF
ESRRG,0,TF
ESS2,1,Protein Coding
ESX1,0,TF
ESYT1,0,Protein Coding
ESYT2,1,Protein Coding
ESYT3,1,Protein Coding
ETAA1,1,Protein Coding
ETF1,1,Protein Coding
ETF1P1,0,Pseudogene
ETF1P2,0,Pseudogene
ETFA,0,Protein Coding
ETFB,1,Protein Coding
ETFBKMT,1,Protein Coding
ETFDH,0,Protein Coding
ETFRF1,0,Protein Coding
ETHE1,1,Protein Coding
ETNK1,1,Protein Coding
ETNK2,1,Protein Coding
ETNPPL,1,Protein Coding
ETS1,1,TF
ETS1-AS1,0,lncRNA
ETS2,1,TF
ETV1,1,TF
ETV2,1,TF
ETV3,1,TF
ETV3L,0,TF
ETV4,1,TF
ETV5,1,TF
ETV6,1,TF
ETV7,1,TF
EVA1A,1,Protein Coding
EVA1C,1,Protein Coding
EVC,1,Protein Coding
EVC2,1,Protein Coding
EVI2A,1,Protein Coding
EVI2B,1,Protein Coding
EVI5,0,Protein Coding
EVI5L,1,Protein Coding
EVL,1,Protein Coding
EVPL,1,Protein Coding
EVX1,1,TF
EVX1-AS,0,lncRNA
EVX2,0,TF
EWSAT1,0,lncRNA
EWSR1,0,TF
EXD1,0,Protein Coding
EXD2,1,Protein Coding
EXD3,0,Protein Coding
EXO1,1,Protein Coding
EXO5,0,Protein Coding
EXOC1,1,Protein Coding
EXOC2,0,TF
EXOC3,1,Protein Coding
EXOC3-AS1,1,lncRNA
EXOC3L1,1,Protein Coding
EXOC3L2,1,Protein Coding
EXOC3L4,1,Protein Coding
EXOC4,0,Protein Coding
EXOC5,0,Protein Coding
EXOC5P1,0,Pseudogene
EXOC6,0,Protein Coding
EXOC6B,0,Protein Coding
EXOC7,0,Protein Coding
EXOC8,0,Protein Coding
EXOG,0,Protein Coding
EXOGP1,0,Pseudogene
EXOSC1,1,Protein Coding
EXOSC10,1,Protein Coding
EXOSC10-AS1,0,lncRNA
EXOSC2,1,Protein Coding
EXOSC3,0,Protein Coding
EXOSC3P1,0,Pseudogene
EXOSC4,1,Protein Coding
EXOSC5,0,Protein Coding
EXOSC6,0,Protein Coding
EXOSC7,0,Protein Coding
EXOSC8,0,Protein Coding
EXOSC9,0,Protein Coding
EXPH5,1,Protein Coding
EXT1,1,Protein Coding
EXT2,0,Protein Coding
EXTL1,1,Protein Coding
EXTL2,1,Protein Coding
EXTL3,0,Protein Coding
EXTL3-AS1,1,lncRNA
EYA1,0,TF
EYA2,1,TF
EYA3,1,TF
EYA4,1,TF
EYS,0,Protein Coding
EZH1,1,TF
EZH2,1,TF
EZHIP,0,Protein Coding
EZR,1,Protein Coding
F10,1,Protein Coding
F10-AS1,1,lncRNA
F11,1,Protein Coding
F11-AS1,1,lncRNA
F11R,1,Protein Coding
F12,0,Protein Coding
F13A1,1,Protein Coding
F13B,0,Protein Coding
F2,1,Protein Coding
F2R,1,Protein Coding
F2RL1,1,Protein Coding
F2RL2,1,Protein Coding
F2RL3,1,Protein Coding
F3,1,Protein Coding
F5,1,Protein Coding
F7,1,Protein Coding
F8,1,Protein Coding
F8A1,1,Protein Coding
F8A2,0,Protein Coding
F8A3,1,Protein Coding
F9,1,Protein Coding
FA2H,1,Protein Coding
FAAH,1,Protein Coding
FAAH2,1,Protein Coding
FAAP100,1,Protein Coding
FAAP20,1,Protein Coding
FAAP24,0,Protein Coding
FABP1,1,Protein Coding
FABP12,1,Protein Coding
FABP2,0,Protein Coding
